"","ID","Profit9","Online9","Age9","Inc9","Tenure9","District9","Profit0","Online0","Billpay9","Billpay0","fDistrict9","NAge","AgeImpt","MissingAge","NInc","IncImpt","MissingInc","D1100","D1200"
"3815",3815,-31,0,3,5,1.33,1200,480,0,0,0,"1200",3,3,0,5,5,0,0,1
"3816",3816,-53,0,NA,2,1.16,1300,-37,0,0,0,"1300",4.04604840436924,3.3914500816441,1,2,2,0,0,0
"3817",3817,-14,0,NA,NA,6.83,1200,NA,NA,0,NA,"1200",4.04604840436924,3.76387403502443,1,5.45877722158046,5.6021479103886,1,0,1
"3818",3818,95,1,NA,2,6.66,1200,108,1,1,1,"1200",4.04604840436924,3.18993926744111,1,2,2,0,0,1
"3819",3819,-30,0,2,1,12.83,1300,81,0,0,0,"1300",2,2,0,1,1,0,0,0
"3820",3820,-83,0,NA,NA,2.5,1200,NA,NA,0,NA,"1200",4.04604840436924,3.41911330344569,1,5.45877722158046,5.53808333832165,1,0,1
"3821",3821,823,0,NA,NA,20.33,1100,404,0,0,0,"1100",4.04604840436924,5.15099352329343,1,5.45877722158046,4.30419034386639,1,1,0
"3822",3822,-23,0,2,1,3.41,1200,-10,0,0,0,"1200",2,2,0,1,1,0,0,1
"3823",3823,49,0,2,6,6.58,1200,49,0,0,0,"1200",2,2,0,6,6,0,0,1
"3824",3824,-76,0,2,6,1.41,1200,9,0,0,0,"1200",2,2,0,6,6,0,0,1
"3825",3825,-52,0,5,6,28.41,1200,-58,0,0,0,"1200",5,5,0,6,6,0,0,1
"3826",3826,331,0,5,7,20.33,1200,646,0,0,0,"1200",5,5,0,7,7,0,0,1
"3827",3827,209,0,NA,NA,7.58,1300,119,0,0,0,"1300",4.04604840436924,3.90261957280703,1,5.45877722158046,4.65097937384019,1,0,0
"3828",3828,438,0,3,6,4,1200,282,0,0,0,"1200",3,3,0,6,6,0,0,1
"3829",3829,45,0,NA,7,6.33,1100,36,0,0,0,"1100",4.04604840436924,4.03629369832754,1,7,7,0,1,0
"3830",3830,639,1,7,4,6.91,1200,-36,1,1,1,"1200",7,7,0,4,4,0,0,1
"3831",3831,441,0,3,6,12.91,1200,740,0,0,0,"1200",3,3,0,6,6,0,0,1
"3832",3832,63,0,6,3,4.66,1200,175,0,0,0,"1200",6,6,0,3,3,0,0,1
"3833",3833,539,0,NA,NA,2.91,1200,NA,NA,0,NA,"1200",4.04604840436924,3.45175808403398,1,5.45877722158046,5.54414949872521,1,0,1
"3834",3834,111,0,3,1,3.83,1100,NA,NA,0,NA,"1100",3,3,0,1,1,0,1,0
"3835",3835,-130,0,NA,NA,6,1200,NA,NA,0,NA,"1200",4.04604840436924,3.69778825968717,1,5.45877722158046,5.58986763444967,1,0,1
"3836",3836,0,1,NA,NA,0.25,1200,NA,NA,1,NA,"1200",4.04604840436924,2.67956599043886,1,5.45877722158046,6.33912577372588,1,0,1
"3837",3837,528,0,NA,NA,3.33,1200,NA,NA,0,NA,"1200",4.04604840436924,3.48519907878296,1,5.45877722158046,5.55036361426058,1,0,1
"3838",3838,-41,0,7,2,7.33,1200,-48,1,0,0,"1200",7,7,0,2,2,0,0,1
"3839",3839,43,0,3,9,9.33,1200,85,0,0,0,"1200",3,3,0,9,9,0,0,1
"3840",3840,-67,0,3,9,17.58,1200,NA,NA,0,NA,"1200",3,3,0,9,9,0,0,1
"3841",3841,56,0,3,9,9.58,1200,119,0,0,0,"1200",3,3,0,9,9,0,0,1
"3842",3842,-74,0,2,4,4.75,1200,-213,0,0,0,"1200",2,2,0,4,4,0,0,1
"3843",3843,-156,0,4,7,19.16,1200,-170,1,0,0,"1200",4,4,0,7,7,0,0,1
"3844",3844,-75,1,NA,NA,1.58,1200,NA,NA,1,NA,"1200",4.04604840436924,2.78546247381062,1,5.45877722158046,6.35880380625453,1,0,1
"3845",3845,26,0,NA,5,9.5,1300,-19,0,0,0,"1300",4.04604840436924,4.05549269165949,1,5,5,0,0,0
"3846",3846,71,0,NA,NA,5.66,1200,NA,NA,0,NA,"1200",4.04604840436924,3.67071697822371,1,5.45877722158046,5.58483715996866,1,0,1
"3847",3847,-7,1,NA,NA,3.91,1200,-26,1,0,0,"1200",4.04604840436924,2.87682993368625,1,5.45877722158046,6.01048019465594,1,0,1
"3848",3848,-27,0,3,7,7.25,1100,NA,NA,0,NA,"1100",3,3,0,7,7,0,1,0
"3849",3849,214,0,5,9,1.33,1200,182,1,0,0,"1200",5,5,0,9,9,0,0,1
"3850",3850,48,0,7,1,11.08,1200,69,0,0,0,"1200",7,7,0,1,1,0,0,1
"3851",3851,-51,0,NA,NA,2.91,1300,NA,NA,0,NA,"1300",4.04604840436924,3.53078755976483,1,5.45877722158046,4.58188432729223,1,0,0
"3852",3852,58,0,NA,NA,3.58,1200,-143,0,0,0,"1200",4.04604840436924,3.5051044328002,1,5.45877722158046,5.55406249255543,1,0,1
"3853",3853,251,0,7,4,14.08,1100,132,0,0,0,"1100",7,7,0,4,4,0,1,0
"3854",3854,-46,0,6,3,30.16,1200,17,0,0,0,"1200",6,6,0,3,3,0,0,1
"3855",3855,-8,0,4,6,3,1200,543,0,0,0,"1200",4,4,0,6,6,0,0,1
"3856",3856,-87,0,4,6,22.58,1200,-85,0,0,0,"1200",4,4,0,6,6,0,0,1
"3857",3857,-136,0,4,3,2.41,1200,-135,0,0,0,"1200",4,4,0,3,3,0,0,1
"3858",3858,13,0,4,7,1.83,1200,1300,0,0,0,"1200",4,4,0,7,7,0,0,1
"3859",3859,-34,1,NA,NA,9,1200,NA,NA,0,NA,"1200",4.04604840436924,3.28210294147742,1,5.45877722158046,6.08578935673926,1,0,1
"3860",3860,134,0,2,6,7.5,1200,-7,0,0,0,"1200",2,2,0,6,6,0,0,1
"3861",3861,-11,0,NA,NA,4.83,1100,-11,0,0,0,"1100",4.04604840436924,3.91686157422405,1,5.45877722158046,4.07485988958516,1,1,0
"3862",3862,-20,0,5,NA,3.16,1200,-15,0,0,0,"1200",5,5,0,5.45877722158046,5.54784837702007,1,0,1
"3863",3863,-212,0,3,4,5.08,1300,-74,0,0,0,"1300",3,3,0,4,4,0,0,0
"3864",3864,-60,0,4,7,5,1200,7,0,0,0,"1200",4,4,0,7,7,0,0,1
"3865",3865,-43,0,6,6,39.5,1200,-42,1,0,0,"1200",6,6,0,6,6,0,0,1
"3866",3866,127,0,2,8,6,1200,97,0,0,0,"1200",2,2,0,8,8,0,0,1
"3867",3867,15,0,NA,NA,1.16,1200,NA,NA,0,NA,"1200",4.04604840436924,3.31242060591324,1,5.45877722158046,5.5182573506612,1,0,1
"3868",3868,285,0,NA,NA,21.08,1200,NA,NA,0,NA,"1200",4.04604840436924,4.89847921400757,1,5.45877722158046,5.81298397319553,1,0,1
"3869",3869,181,1,5,7,23.5,1200,44,1,0,0,"1200",5,5,0,7,7,0,0,1
"3870",3870,-6,0,NA,NA,0.25,1200,NA,NA,0,NA,"1200",4.04604840436924,3.23996511729046,1,5.45877722158046,5.50479343366792,1,0,1
"3871",3871,169,0,NA,NA,0.5,1200,NA,NA,0,NA,"1200",4.04604840436924,3.25987047130771,1,5.45877722158046,5.50849231196278,1,0,1
"3872",3872,-53,0,NA,NA,11.33,1300,-57,0,0,0,"1300",4.04604840436924,4.20119988306575,1,5.45877722158046,4.70646254826307,1,0,0
"3873",3873,784,0,3,9,10.75,1200,666,0,0,0,"1200",3,3,0,9,9,0,0,1
"3874",3874,-30,0,NA,NA,1.91,1200,121,0,0,0,"1200",4.04604840436924,3.37213666796499,1,5.45877722158046,5.52935398554578,1,0,1
"3875",3875,-13,0,NA,NA,4.25,1300,NA,NA,0,NA,"1300",4.04604840436924,3.63748025729728,1,5.45877722158046,4.60171031495267,1,0,0
"3876",3876,301,0,5,6,18,1200,780,0,0,0,"1200",5,5,0,6,6,0,0,1
"3877",3877,-1,0,2,3,11.75,1200,-1,0,0,0,"1200",2,2,0,3,3,0,0,1
"3878",3878,-7,0,4,8,2.91,1200,NA,NA,0,NA,"1200",4,4,0,8,8,0,0,1
"3879",3879,52,0,NA,NA,6.83,1200,NA,NA,0,NA,"1200",4.04604840436924,3.76387403502443,1,5.45877722158046,5.6021479103886,1,0,1
"3880",3880,31,0,NA,NA,5.33,1200,28,1,0,0,"1200",4.04604840436924,3.64444191092094,1,5.45877722158046,5.57995464061944,1,0,1
"3881",3881,-35,0,3,6,8,1200,-6,0,0,0,"1200",3,3,0,6,6,0,0,1
"3882",3882,-70,0,6,2,30.66,1200,-67,0,0,0,"1200",6,6,0,2,2,0,0,1
"3883",3883,327,0,4,9,9.16,1200,259,0,0,0,"1200",4,4,0,9,9,0,0,1
"3884",3884,104,0,3,7,7.25,1200,98,0,0,0,"1200",3,3,0,7,7,0,0,1
"3885",3885,-28,0,3,3,3.66,1200,55,1,0,0,"1200",3,3,0,3,3,0,0,1
"3886",3886,4,1,NA,NA,20.25,1200,1,1,0,0,"1200",4.04604840436924,4.17784387225359,1,5.45877722158046,6.2522388800079,1,0,1
"3887",3887,-21,0,NA,NA,2.5,1300,-88,1,0,0,"1300",4.04604840436924,3.49814277917655,1,5.45877722158046,4.57581816688866,1,0,0
"3888",3888,243,1,2,9,8.91,1200,97,1,0,0,"1200",2,2,0,9,9,0,0,1
"3889",3889,28,0,5,5,29.58,1200,34,0,0,0,"1200",5,5,0,5,5,0,0,1
"3890",3890,169,0,4,9,4.25,1200,166,0,0,0,"1200",4,4,0,9,9,0,0,1
"3891",3891,-11,0,4,5,2.33,1200,-4,0,0,0,"1200",4,4,0,5,5,0,0,1
"3892",3892,-34,0,NA,NA,4.58,1200,-29,0,0,0,"1200",4.04604840436924,3.5847258488692,1,5.45877722158046,5.56885800573487,1,0,1
"3893",3893,-116,1,2,6,3.66,1200,-138,0,0,0,"1200",2,2,0,6,6,0,0,1
"3894",3894,-156,0,NA,NA,4.83,1200,-145,0,0,0,"1200",4.04604840436924,3.60463120288644,1,5.45877722158046,5.57255688402973,1,0,1
"3895",3895,1,0,NA,NA,2.66,1200,NA,NA,0,NA,"1200",4.04604840436924,3.43185273001673,1,5.45877722158046,5.54045062043035,1,0,1
"3896",3896,52,0,NA,NA,11.75,1300,46,0,0,0,"1300",4.04604840436924,4.23464087781473,1,5.45877722158046,4.71267666379843,1,0,0
"3897",3897,171,0,4,9,24.83,1300,145,0,0,0,"1300",4,4,0,9,9,0,0,0
"3898",3898,-73,0,NA,NA,18.66,1200,-66,0,0,0,"1200",4.04604840436924,4.70579538712061,1,5.45877722158046,5.7771788313013,1,0,1
"3899",3899,199,0,3,3,8.33,1200,112,1,0,1,"1200",3,3,0,3,3,0,0,1
"3900",3900,-2,0,2,3,7.25,1200,-2,0,0,0,"1200",2,2,0,3,3,0,0,1
"3901",3901,-27,0,3,6,2.58,1200,-15,1,0,0,"1200",3,3,0,6,6,0,0,1
"3902",3902,91,0,2,7,4.16,1300,NA,NA,0,NA,"1300",2,2,0,7,7,0,0,0
"3903",3903,1,0,2,4,3.83,1200,28,0,0,0,"1200",2,2,0,4,4,0,0,1
"3904",3904,268,0,3,6,10.25,1100,204,0,0,0,"1100",3,3,0,6,6,0,1,0
"3905",3905,755,0,4,7,0.5,1200,NA,NA,0,NA,"1200",4,4,0,7,7,0,0,1
"3906",3906,11,0,5,6,11,1200,-21,0,0,0,"1200",5,5,0,6,6,0,0,1
"3907",3907,-38,0,2,8,6.58,1200,-38,0,0,0,"1200",2,2,0,8,8,0,0,1
"3908",3908,472,0,7,4,22.91,1200,570,0,0,0,"1200",7,7,0,4,4,0,0,1
"3909",3909,-30,0,7,3,24.08,1300,47,0,0,0,"1300",7,7,0,3,3,0,0,0
"3910",3910,-4,0,6,9,3.5,1200,20,0,0,0,"1200",6,6,0,9,9,0,0,1
"3911",3911,-63,1,4,5,11.66,1200,-103,0,0,0,"1200",4,4,0,5,5,0,0,1
"3912",3912,-52,0,3,6,12.83,1200,-50,0,0,0,"1200",3,3,0,6,6,0,0,1
"3913",3913,82,0,2,7,5.33,1100,-25,0,0,0,"1100",2,2,0,7,7,0,1,0
"3914",3914,268,0,5,8,19.5,1200,328,0,0,0,"1200",5,5,0,8,8,0,0,1
"3915",3915,59,0,4,6,11,1200,30,0,0,0,"1200",4,4,0,6,6,0,0,1
"3916",3916,4,0,NA,NA,0.41,1200,8,1,0,0,"1200",4.04604840436924,3.2527045438615,1,5.45877722158046,5.50716071577663,1,0,1
"3917",3917,-8,0,NA,NA,5.83,1200,12,0,0,0,"1200",4.04604840436924,3.68425261895544,1,5.45877722158046,5.58735239720916,1,0,1
"3918",3918,-55,0,6,3,18,1300,-56,0,0,0,"1300",6,6,0,3,3,0,0,0
"3919",3919,-28,0,5,5,0.5,1200,-27,0,0,0,"1200",5,5,0,5,5,0,0,1
"3920",3920,-67,1,4,8,17.16,1300,-150,1,0,0,"1300",4,4,0,8,8,0,0,0
"3921",3921,-14,0,2,7,4.75,1200,-1,0,0,0,"1200",2,2,0,7,7,0,0,1
"3922",3922,95,0,6,6,29,1200,168,0,0,0,"1200",6,6,0,6,6,0,0,1
"3923",3923,26,0,4,7,15.58,1200,30,0,0,0,"1200",4,4,0,7,7,0,0,1
"3924",3924,135,0,3,8,4.16,1200,129,0,0,0,"1200",3,3,0,8,8,0,0,1
"3925",3925,186,0,3,8,1.16,1200,230,0,0,0,"1200",3,3,0,8,8,0,0,1
"3926",3926,2,0,5,9,17.83,1200,85,0,0,0,"1200",5,5,0,9,9,0,0,1
"3927",3927,165,0,3,9,5.83,1200,24,0,0,0,"1200",3,3,0,9,9,0,0,1
"3928",3928,131,0,2,6,4.25,1200,-11,0,0,0,"1200",2,2,0,6,6,0,0,1
"3929",3929,-25,0,2,7,6.91,1200,-33,0,0,0,"1200",2,2,0,7,7,0,0,1
"3930",3930,-48,0,2,6,2,1300,-39,0,0,0,"1300",2,2,0,6,6,0,0,0
"3931",3931,-58,1,NA,NA,7,1200,NA,NA,0,NA,"1200",4.04604840436924,3.12286010933944,1,5.45877722158046,6.05619833038039,1,0,1
"3932",3932,-26,0,4,5,2,1200,-26,0,0,0,"1200",4,4,0,5,5,0,0,1
"3933",3933,691,0,7,4,28,1100,612,0,0,0,"1100",7,7,0,4,4,0,1,0
"3934",3934,94,0,4,6,11.41,1200,-135,0,0,0,"1200",4,4,0,6,6,0,0,1
"3935",3935,5,0,4,3,3.41,1300,6,0,0,0,"1300",4,4,0,3,3,0,0,0
"3936",3936,-27,0,7,4,8.33,1100,142,0,0,0,"1100",7,7,0,4,4,0,1,0
"3937",3937,158,0,NA,NA,0.58,1200,58,0,0,0,"1200",4.04604840436924,3.26624018459323,1,5.45877722158046,5.50967595301713,1,0,1
"3938",3938,389,0,NA,NA,1.5,1200,523,0,0,0,"1200",4.04604840436924,3.3394918873767,1,5.45877722158046,5.52328782514221,1,0,1
"3939",3939,0,0,6,5,5.5,1100,4,0,0,0,"1100",6,6,0,5,5,0,1,0
"3940",3940,1781,0,3,9,7.83,1200,885,1,0,0,"1200",3,3,0,9,9,0,0,1
"3941",3941,361,0,3,7,3.25,1200,289,0,0,0,"1200",3,3,0,7,7,0,0,1
"3942",3942,226,0,3,7,13.83,1200,219,0,0,0,"1200",3,3,0,7,7,0,0,1
"3943",3943,-139,0,2,6,5.25,1200,NA,NA,0,NA,"1200",2,2,0,6,6,0,0,1
"3944",3944,-66,0,4,5,4.91,1200,-66,0,0,0,"1200",4,4,0,5,5,0,0,1
"3945",3945,111,0,NA,NA,4.83,1200,NA,NA,0,NA,"1200",4.04604840436924,3.60463120288644,1,5.45877722158046,5.57255688402973,1,0,1
"3946",3946,243,0,4,6,20.66,1300,NA,NA,0,NA,"1300",4,4,0,6,6,0,0,0
"3947",3947,-3,0,3,8,17.41,1200,-6,0,0,0,"1200",3,3,0,8,8,0,0,1
"3948",3948,-20,0,5,4,17,1200,-17,0,0,0,"1200",5,5,0,4,4,0,0,1
"3949",3949,9,0,2,4,7,1200,-52,0,0,0,"1200",2,2,0,4,4,0,0,1
"3950",3950,116,0,7,9,17.16,1200,327,0,0,0,"1200",7,7,0,9,9,0,0,1
"3951",3951,-33,0,2,1,7.33,1200,13,0,0,0,"1200",2,2,0,1,1,0,0,1
"3952",3952,-18,0,NA,NA,2.91,1200,NA,NA,0,NA,"1200",4.04604840436924,3.45175808403398,1,5.45877722158046,5.54414949872521,1,0,1
"3953",3953,-14,1,NA,NA,2.5,1100,-20,1,0,0,"1100",4.04604840436924,3.07679410836658,1,5.45877722158046,4.49192152662837,1,1,0
"3954",3954,13,0,NA,NA,0.75,1300,-7,0,0,0,"1300",4.04604840436924,3.35880530105581,1,5.45877722158046,4.54992601882465,1,0,0
"3955",3955,277,0,3,6,2.58,1200,292,0,0,0,"1200",3,3,0,6,6,0,0,1
"3956",3956,-56,0,NA,1,7.83,1200,-54,0,0,0,"1200",4.04604840436924,3.84349545109342,1,1,1,0,0,1
"3957",3957,-8,0,3,1,14.91,1300,-16,0,0,0,"1300",3,3,0,1,1,0,0,0
"3958",3958,24,0,4,4,17.08,1200,68,0,0,0,"1200",4,4,0,4,4,0,0,1
"3959",3959,41,0,2,3,3.75,1200,-49,0,0,0,"1200",2,2,0,3,3,0,0,1
"3960",3960,127,0,5,9,13.83,1200,147,0,0,0,"1200",5,5,0,9,9,0,0,1
"3961",3961,332,1,NA,NA,0.91,1200,917,1,0,0,"1200",4.04604840436924,2.63796568547927,1,5.45877722158046,5.96609365511764,1,0,1
"3962",3962,560,1,2,8,4.08,1200,740,1,0,0,"1200",2,2,0,8,8,0,0,1
"3963",3963,16,0,NA,NA,16.16,1200,NA,NA,0,NA,"1200",4.04604840436924,4.50674184694813,1,5.45877722158046,5.74019004835272,1,0,1
"3964",3964,-1,0,6,5,23.66,1200,-42,0,0,0,"1200",6,6,0,5,5,0,0,1
"3965",3965,-82,0,6,7,26.91,1200,-93,0,0,0,"1200",6,6,0,7,7,0,0,1
"3966",3966,269,0,4,6,5.41,1200,270,0,0,0,"1200",4,4,0,6,6,0,0,1
"3967",3967,-129,1,3,9,13.75,1200,-115,1,0,0,"1200",3,3,0,9,9,0,0,1
"3968",3968,-93,0,NA,NA,5.5,1300,-53,0,0,0,"1300",4.04604840436924,3.73700702738352,1,5.45877722158046,4.62020470642697,1,0,0
"3969",3969,-54,0,NA,NA,9.33,1200,-61,0,0,0,"1200",4.04604840436924,3.96292757519691,1,5.45877722158046,5.63913669333718,1,0,1
"3970",3970,-4,0,7,NA,23.41,1200,-143,0,0,0,"1200",7,7,0,5.45877722158046,5.84745751890362,1,0,1
"3971",3971,-103,1,NA,NA,0.75,1200,-173,1,0,0,"1200",4.04604840436924,2.62522625890823,1,5.45877722158046,5.96372637300893,1,0,1
"3972",3972,3,0,3,4,2.58,1200,-1,1,0,0,"1200",3,3,0,4,4,0,0,1
"3973",3973,-71,0,NA,NA,18,1100,NA,NA,0,NA,"1100",4.04604840436924,4.96547562385268,1,5.45877722158046,4.2697167981583,1,1,0
"3974",3974,-18,0,NA,NA,9.75,1300,NA,NA,0,NA,"1300",4.04604840436924,4.07539804567674,1,5.45877722158046,4.68308563743956,1,0,0
"3975",3975,-127,0,7,3,17.5,1200,-127,0,0,0,"1200",7,7,0,3,3,0,0,1
"3976",3976,-62,0,3,8,7.91,1200,-62,0,0,0,"1200",3,3,0,8,8,0,0,1
"3977",3977,102,0,NA,NA,1.25,1300,128,0,0,0,"1300",4.04604840436924,3.39861600909031,1,5.45877722158046,4.55732377541437,1,0,0
"3978",3978,10,0,NA,NA,0.16,1300,NA,NA,0,NA,"1300",4.04604840436924,3.3118286655751,1,5.45877722158046,4.54119666604879,1,0,0
"3979",3979,-156,0,NA,NA,4.83,1100,-152,0,0,0,"1100",4.04604840436924,3.91686157422405,1,5.45877722158046,4.07485988958516,1,1,0
"3980",3980,-165,0,4,4,2.33,1200,-165,0,0,0,"1200",4,4,0,4,4,0,0,1
"3981",3981,127,0,NA,NA,5.58,1100,263,0,0,0,"1100",4.04604840436924,3.9765776362758,1,5.45877722158046,4.08595652446973,1,1,0
"3982",3982,-91,1,4,6,15.58,1300,-92,1,0,0,"1300",4,4,0,6,6,0,0,0
"3983",3983,-220,0,4,4,4.5,1200,-133,0,0,0,"1200",4,4,0,4,4,0,0,1
"3984",3984,-57,0,NA,NA,7.83,1100,-17,0,0,0,"1100",4.04604840436924,4.15572582243103,1,5.45877722158046,4.11924642912346,1,1,0
"3985",3985,-57,0,6,NA,2.25,1200,-61,0,0,0,"1200",6,6,0,5.45877722158046,5.53438446002679,1,0,1
"3986",3986,66,0,7,4,22.08,1200,67,0,0,0,"1200",7,7,0,4,4,0,0,1
"3987",3987,48,0,NA,NA,11.08,1200,NA,NA,0,NA,"1200",4.04604840436924,4.10226505331765,1,5.45877722158046,5.66502884140119,1,0,1
"3988",3988,177,0,2,6,8.33,1300,348,1,0,0,"1300",2,2,0,6,6,0,0,0
"3989",3989,-80,0,1,3,4,1200,-32,0,0,0,"1200",1,1,0,3,3,0,0,1
"3990",3990,80,0,3,9,7.41,1200,136,0,0,0,"1200",3,3,0,9,9,0,0,1
"3991",3991,-24,1,NA,NA,3.5,1200,95,1,0,0,"1200",4.04604840436924,2.84418515309796,1,5.45877722158046,6.00441403425237,1,0,1
"3992",3992,142,0,4,6,13.91,1200,152,0,0,0,"1200",4,4,0,6,6,0,0,1
"3993",3993,35,0,7,2,4.66,1300,16,0,0,0,"1300",7,7,0,2,2,0,0,0
"3994",3994,-56,0,NA,NA,22.08,1200,-56,0,0,0,"1200",4.04604840436924,4.97810063007656,1,5.45877722158046,5.82777948637497,1,0,1
"3995",3995,-9,0,NA,NA,5.75,1300,-9,0,0,0,"1300",4.04604840436924,3.75691238140077,1,5.45877722158046,4.62390358472182,1,0,0
"3996",3996,-13,0,NA,NA,5.16,1200,11,0,0,0,"1200",4.04604840436924,3.63090627018921,1,5.45877722158046,5.57743940337894,1,0,1
"3997",3997,146,0,3,7,14.08,1200,99,0,0,0,"1200",3,3,0,7,7,0,0,1
"3998",3998,-1,0,4,7,6.33,1100,13,0,0,0,"1100",4,4,0,7,7,0,1,0
"3999",3999,-3,0,2,3,1,1200,-27,1,0,0,"1200",2,2,0,3,3,0,0,1
"4000",4000,1173,0,4,8,15.16,1200,3772,0,0,0,"1200",4,4,0,8,8,0,0,1
"4001",4001,1224,0,3,6,3.91,1200,1237,0,0,0,"1200",3,3,0,6,6,0,0,1
"4002",4002,30,1,2,5,2.75,1200,46,0,0,0,"1200",2,2,0,5,5,0,0,1
"4003",4003,131,0,4,7,1.08,1200,NA,NA,0,NA,"1200",4,4,0,7,7,0,0,1
"4004",4004,410,0,NA,NA,5.08,1100,536,0,0,0,"1100",4.04604840436924,3.9367669282413,1,5.45877722158046,4.07855876788001,1,1,0
"4005",4005,499,0,6,7,30.58,1100,410,0,0,0,"1100",6,6,0,7,7,0,1,0
"4006",4006,-53,0,7,8,19,1200,-82,0,0,0,"1200",7,7,0,8,8,0,0,1
"4007",4007,-97,0,2,5,9.16,1200,-124,0,0,0,"1200",2,2,0,5,5,0,0,1
"4008",4008,-14,0,NA,NA,0.75,1200,-59,0,0,0,"1200",4.04604840436924,3.27977582532496,1,5.45877722158046,5.51219119025764,1,0,1
"4009",4009,-122,0,5,6,4.41,1300,-33,0,0,0,"1300",5,5,0,6,6,0,0,0
"4010",4010,23,0,4,3,15.75,1200,-4,0,0,0,"1200",4,4,0,3,3,0,0,1
"4011",4011,266,0,4,9,7.08,1200,328,0,0,0,"1200",4,4,0,9,9,0,0,1
"4012",4012,-136,0,6,7,28,1200,85,0,0,0,"1200",6,6,0,7,7,0,0,1
"4013",4013,-29,0,2,6,1,1200,-29,0,0,0,"1200",2,2,0,6,6,0,0,1
"4014",4014,200,0,4,6,14.75,1200,65,0,0,0,"1200",4,4,0,6,6,0,0,1
"4015",4015,64,0,5,6,13.58,1200,15,0,0,0,"1200",5,5,0,6,6,0,0,1
"4016",4016,-28,0,1,1,3.41,1200,8,0,0,0,"1200",1,1,0,1,1,0,0,1
"4017",4017,-108,0,7,NA,15.08,1200,NA,NA,0,NA,"1200",7,7,0,5.45877722158046,5.72421089411893,1,0,1
"4018",4018,2,0,3,5,13.08,1100,-181,0,0,0,"1100",3,3,0,5,5,0,1,0
"4019",4019,-84,0,6,1,2.5,1200,-15,0,0,0,"1200",6,6,0,1,1,0,0,1
"4020",4020,-6,1,5,6,4.25,1200,-24,1,0,0,"1200",5,5,0,6,6,0,0,1
"4021",4021,-17,0,2,7,1.58,1200,NA,NA,0,NA,"1200",2,2,0,7,7,0,0,1
"4022",4022,-17,0,3,4,0.66,1200,-29,0,0,0,"1200",3,3,0,4,4,0,0,1
"4023",4023,-34,0,4,6,6.66,1200,245,1,0,0,"1200",4,4,0,6,6,0,0,1
"4024",4024,503,1,4,7,13.75,1200,858,1,0,0,"1200",4,4,0,7,7,0,0,1
"4025",4025,-31,0,NA,5,10,1200,-31,0,0,0,"1200",4.04604840436924,4.01627392396314,1,5,5,0,0,1
"4026",4026,-71,0,3,4,9.66,1100,-73,0,0,0,"1100",3,3,0,4,4,0,1,0
"4027",4027,-56,0,NA,NA,8.58,1200,66,0,0,0,"1200",4.04604840436924,3.90321151314517,1,5.45877722158046,5.62804005845261,1,0,1
"4028",4028,42,0,3,4,3,1100,69,0,0,0,"1100",3,3,0,4,4,0,1,0
"4029",4029,1,1,2,7,4.5,1200,-97,1,0,0,"1200",2,2,0,7,7,0,0,1
"4030",4030,124,0,2,4,4.41,1300,NA,NA,0,NA,"1300",2,2,0,4,4,0,0,0
"4031",4031,-53,1,5,3,13.66,1200,-62,1,0,0,"1200",5,5,0,3,3,0,0,1
"4032",4032,-94,0,3,6,2.83,1200,184,0,0,0,"1200",3,3,0,6,6,0,0,1
"4033",4033,-14,1,4,3,10.5,1300,-1,0,0,0,"1300",4,4,0,3,3,0,0,0
"4034",4034,179,0,3,5,14.91,1200,205,0,0,0,"1200",3,3,0,5,5,0,0,1
"4035",4035,61,1,5,4,6.41,1300,116,1,0,1,"1300",5,5,0,4,4,0,0,0
"4036",4036,-37,0,3,6,1.83,1200,-17,0,0,0,"1200",3,3,0,6,6,0,0,1
"4037",4037,564,0,6,4,6.75,1100,802,0,0,0,"1100",6,6,0,4,4,0,1,0
"4038",4038,961,0,5,5,17.33,1200,915,0,0,0,"1200",5,5,0,5,5,0,0,1
"4039",4039,-24,0,2,6,5.75,1200,-6,0,0,0,"1200",2,2,0,6,6,0,0,1
"4040",4040,-25,0,NA,NA,13.83,1300,-18,0,0,0,"1300",4.04604840436924,4.40025342323823,1,5.45877722158046,4.74345133121165,1,0,0
"4041",4041,116,0,3,6,2.16,1300,NA,NA,0,NA,"1300",3,3,0,6,6,0,0,0
"4042",4042,-65,0,4,8,15.58,1200,-49,0,0,0,"1200",4,4,0,8,8,0,0,1
"4043",4043,384,0,4,4,10.83,1200,144,0,0,0,"1200",4,4,0,4,4,0,0,1
"4044",4044,-102,1,4,5,5.83,1300,-115,1,0,0,"1300",4,4,0,5,5,0,0,0
"4045",4045,-5,1,4,7,1.75,1200,2,1,0,0,"1200",4,4,0,7,7,0,0,1
"4046",4046,-34,0,NA,NA,2.5,1200,-33,0,0,0,"1200",4.04604840436924,3.41911330344569,1,5.45877722158046,5.53808333832165,1,0,1
"4047",4047,103,0,5,2,11.91,1200,-10,0,0,0,"1200",5,5,0,2,2,0,0,1
"4048",4048,-36,0,3,3,1.5,1200,399,0,0,0,"1200",3,3,0,3,3,0,0,1
"4049",4049,143,0,NA,NA,6.5,1200,NA,NA,0,NA,"1200",4.04604840436924,3.73759896772166,1,5.45877722158046,5.59726539103938,1,0,1
"4050",4050,150,1,5,3,23.25,1200,229,1,0,0,"1200",5,5,0,3,3,0,0,1
